,comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
43604,0,0,44,1,146,0.3498,185.5072464,18.3855214,102,0
43605,1013.171226,1,48,2,167,0.3594,211.5942029,20.97098535,117,1
43606,891.5906788,0,43,1,171,0.37,672.2927536,66.63056593,77,1
43607,861.195542,1,68,1,166,0.368,284.057971,28.15282965,26,0
43608,0,1,45,1,151,0.37,43.47826087,4.309106579,61,0
43609,0,1,60,2,164,0.34,557.9710145,55.30020109,71,0
43610,0,1,55,1,146,0.27042,269.5652174,2.585463947,110,0
43611,0,1,64,1,164,0.29254,144.9275362,14.3636886,86,0
43612,253.2928065,1,61,1,156,0.38,115.942029,11.49095088,121,1
43614,0,1,51,3,146,0.35556,524.6376812,51.99655271,122,1
43615,1823.708207,0,62,6,164,0.37774,71.2173913,7.058316576,107,1
43616,0,1,47,2,159,0.33598,217.3913043,15.80005745,78,0
43617,0,1,53,1,168,0.36564,320.8695652,31.80120655,48,1
43618,0,1,75,3,160,0.38,440.5797101,43.66561333,128,0
43619,1013.171226,0,65,1,159,0.33926,269.5652174,26.71646079,119,1
43620,0,1,60,1,172,0.3599,434.7797101,2.585463947,87,1
43621,0,1,59,2,146,0.34458,57.97101449,5.745475438,74,1
43622,0,1,57,3,160,0.30882,1036.231884,102.7003735,66,1
43623,1823.708207,1,74,1,164,0.34914,228.9855072,22.69462798,129,1
43624,0,0,48,1,162,0.337,197.1014493,19.53461649,85,1
43625,810.5369807,1,53,2,151,0.35,455.0724638,45.10198219,97,0
43626,0,1,53,2,170,0.29476,1379.710145,136.7423154,106,0
43627,0,1,43,1,151,0.35964,108.6956522,10.77276645,63,0
43628,0,0,56,3,164,0.34232,144.9275362,12.92731974,123,0
43629,0,0,60,1,146,0.37,347.826087,0,74,1
43630,0,1,52,1,173,0.33308,318.8405797,14.50732548,88,0
43631,3799.392097,1,54,2,146,0.30706,1092.463768,108.2734846,79,0
43634,1823.708207,1,75,3,153,0.38,57.97101449,5.745475438,128,1
43635,1519.756839,1,75,2,161,0.26112,289.8550725,23.26917552,108,0
43636,2431.610942,0,54,4,156,0.31918,194.2028986,3.131284114,112,1
43637,0,1,62,1,146,0.2782,200,12.23786268,125,0
43638,0,1,59,2,164,0.38,579.7101449,57.45475438,124,0
43639,506.585613,1,53,2,157,0.34374,278.2608696,27.5782821,74,1
43640,10131.71226,1,66,2,159,0.2433,1449.275362,45.38925596,108,0
43641,0,0,57,2,146,0.31316,75.47826087,7.48060902,134,0
43642,0,0,36,1,160,0.26666,231.884058,22.98190175,68,1
43643,607.9027356,1,38,1,168,0.38,57.97101449,5.745475438,121,1
43644,0,1,65,2,169,0.31062,656.5217391,65.06750934,91,1
43646,2532.928065,1,59,1,169,0.37,1420.289855,14.93823614,95,0
43647,0,0,56,1,146,0.31392,115.942029,11.49095088,11,1
43648,0,0,50,1,160,0.35546,26.08695652,2.585463947,92,0
43650,0,0,42,1,171,0.36688,179.7101449,17.81097386,125,1
43651,4052.684904,1,75,3,164,0.37648,595.6521739,59.03476013,128,0
43652,810.5369807,1,68,2,169,0.26112,161.7391304,0,122,0
43653,709.2198582,1,64,2,173,0.33012,115.942029,11.49095088,69,1
43654,0,1,54,1,160,0.34428,113.0434783,11.2036771,132,0
43655,10131.71226,1,59,3,171,0.34,724.6376812,71.81844298,72,1
43656,1013.171226,1,71,3,169,0.36538,5797.101449,212.8985924,128,0
43657,0,1,51,1,146,0.35384,45.2173913,0,113,1
43658,0,1,55,1,150,0.38,357.6811594,35.44958345,121,1
43659,2026.342452,1,49,1,175,0.31804,78.26086957,3.67710428,97,1
43660,0,1,41,1,170,0.35404,28.98550725,2.872737719,56,1
43661,354.6099291,1,69,3,147,0.2727,289.8550725,7.46911807,129,1
43662,0,1,51,3,164,0.29834,411.5942029,39.64378052,66,1
43663,1823.708207,1,63,3,151,0.37894,455.0724638,45.10198219,128,0
43664,0,1,72,1,159,0.3613,1006.666667,99.77018098,87,0
43665,0,1,49,2,159,0.36186,159.4202899,15.80005745,84,1
43666,0,0,46,1,159,0.34436,104.057971,10.31312841,110,1
43667,2026.342452,1,59,3,159,0.37,0,0,122,1
43668,0,1,72,3,151,0.33744,0,0,-609,1
43669,0,0,50,3,164,0.31148,243.4782609,8.043665613,122,1
43670,1519.756839,1,46,1,154,0.36076,724.6376812,14.07641482,99,0
43671,0,1,55,1,159,0.37,649.2753623,30.16374605,55,1
43672,0,0,43,1,164,0.35942,127.5362319,12.64004596,78,0
43673,0,1,43,1,168,0.36682,57.97101449,0,121,1
43674,0,1,59,3,162,0.38,614.4927536,28.72737719,108,1
43675,0,0,75,3,146,0.37,624.7536232,61.9189888,119,1
43676,4052.684904,1,67,3,162,0.3683,391.3043478,38.78195921,89,1
43677,911.8541033,0,69,1,162,0.36,724.6376812,50.35909221,105,1
43678,0,0,42,1,146,0.29002,55.36231884,5.486929043,100,0
43679,709.2198582,1,54,1,151,0.37828,289.8550725,18.67279517,80,1
43680,0,0,71,2,160,0.33232,785.5072464,77.85119219,132,0
43681,5065.85613,0,58,1,175,0.33874,959.4202899,55.15656421,103,1
43682,0,1,57,1,146,0.33888,869.5652174,86.18213157,127,0
43683,0,0,68,1,176,0.3489,478.8405797,47.45762712,82,1
43684,3546.099291,1,58,2,149,0.27428,144.9275362,14.3636886,91,1
43685,0,0,51,1,148,0.34,23.91304348,1.43636886,107,0
43686,0,0,75,3,171,0.2326,972.7275362,96.40649239,76,0
43687,0,0,57,1,163,0.29334,579.7101449,57.45475438,-37,1
43688,2026.342452,1,68,3,164,0.37614,72.46376812,0,100,0
43689,5065.85613,1,53,2,161,0.24826,515.942029,51.1347314,79,0
43690,0,1,51,3,146,0.31618,144.9275362,14.3636886,69,1
43691,0,1,61,2,146,0.36988,289.8550725,28.72737719,70,1
43692,0,1,54,1,146,0.30696,141.7391304,14.04768745,72,0
43693,0,1,42,1,164,0.36616,295.6521739,29.30192473,97,0
43694,6382.978723,1,65,3,164,0.336,417.3913043,41.36742315,102,1
43695,0,1,62,2,159,0.27208,1590.869565,157.6702097,87,1
43696,0,1,58,2,171,0.31772,2757.681159,273.3122666,120,1
43697,0,1,72,1,146,0.36962,1159.42029,114.9095088,132,1
43698,0,0,42,2,159,0.38,60.86956522,0,80,1
43699,1215.805471,0,51,2,154,0.26138,208.6956522,18.61534042,131,1
43700,0,1,69,2,159,0.37,115.942029,6.894570526,-80,1
43701,0,1,46,3,164,0.33574,253.6231884,24.99281816,91,1
43702,0,1,62,3,164,0.38,231.884058,22.98190175,107,0
43703,506.585613,1,68,3,154,0.35828,4.637681159,0,-608,0
43704,0,0,56,2,159,0.3456,1243.478261,123.2404481,118,1
43705,0,1,62,1,146,0.38,362.3188406,35.90922149,81,1
43706,0,0,56,1,170,0.3512,298.5507246,12.45044527,126,0
43707,0,0,57,2,146,0.27142,0,0,-609,1
43708,0,0,46,1,160,0.33334,440.5797101,43.66561333,109,1
43709,0,1,55,2,156,0.25766,1884.057971,186.7279517,122,1
43710,0,0,55,2,160,0.33796,194.2028986,19.24734272,126,0
43712,405.2684904,1,48,2,161,0.32432,156.5217391,15.51278368,120,1
43713,1013.171226,1,41,2,162,0.29382,403.7681159,40.01723643,81,0
43714,0,0,40,1,172,0.2912,0,0,69,1
43715,0,0,50,1,164,0.38,63.76811594,6.320022982,90,1
43716,0,1,49,1,158,0.35444,144.9246377,0,131,1
43717,1519.756839,1,61,1,155,0.31376,63.76811594,0,128,1
43718,2532.928065,1,63,2,159,0.35238,449.2753623,44.52743465,129,1
43719,0,0,73,3,146,0.34044,747.826087,45.10198219,-27,1
43720,0,1,46,3,146,0.33264,51.94492754,2.872737719,79,0
43721,1519.756839,1,66,3,157,0.36842,228.9855072,14.93823614,121,0
43722,1215.805471,0,61,1,148,0.2693,184.057971,18.24188452,124,0
43723,0,1,47,1,167,0.37728,263.7681159,26.14191324,72,0
43724,0,1,42,1,176,0.3695,147.826087,14.65096237,115,0
43725,0,1,66,1,146,0.34246,89.85507246,0,131,1
43726,592.7051672,1,58,3,169,0.24098,330.4347826,1.795461074,117,1
43727,0,1,44,1,169,0.368,255.0724638,25.28009193,36,1
43728,0,1,58,3,164,0.36116,321.7391304,31.88738868,-25,1
43729,0,1,50,2,164,0.30182,50.43478261,4.998563631,-37,0
43730,1519.756839,1,69,3,167,0.34092,104.3478261,10.34185579,129,0
43731,0,0,45,2,176,0.3595,122.0289855,12.0942258,88,1
43732,0,1,62,3,171,0.38,1121.73913,111.1749497,97,0
43733,0,1,73,3,146,0.36,182.6086957,0,134,0
43734,0,1,42,1,148,0.33426,0,0,-609,0
43735,1874.366768,1,45,2,147,0.32942,249.2753623,24.70554438,80,1
43736,1114.488349,1,40,2,156,0.25274,539.1304348,53.43292157,125,0
43737,0,1,56,2,164,0.3794,794.7826087,78.77046826,122,1
43738,15197.56839,1,58,1,159,0.31428,521.7391304,33.32375754,101,1
43740,0,0,75,1,171,0.3617,936.2318841,92.78942833,117,0
43741,0,1,43,1,146,0.35,460.8695652,45.67652973,113,1
43742,0,1,62,2,146,0.363,724.6376812,71.81844298,110,0
43743,0,1,76,3,148,0.31896,513.0434783,50.84745763,71,0
43744,0,0,49,1,164,0.34,37.68115942,3.734559035,132,1
43745,3039.513678,1,62,2,170,0.38,508.6956522,50.41654697,125,0
43746,1519.756839,1,64,1,159,0.36878,855.0724638,79.86210859,72,0
43747,997.9736575,1,71,1,175,0.38,59.42028986,5.889112324,74,0
43748,0,1,36,2,147,0.23788,26.08695652,0.003734559,109,1
43749,719.3515704,1,70,2,156,0.3698,234.7826087,21.54553289,112,0
43750,0,0,56,2,159,0.3081,342.0289855,33.89830508,122,1
43751,3546.099291,1,48,3,158,0.34218,159.4202899,15.80005745,96,0
43752,10131.71226,1,54,2,160,0.30102,3068.521739,86.75667912,110,1
43753,8105.369807,1,62,1,159,0.34326,1162.318841,115.1967825,100,1
43754,0,1,45,1,164,0.25618,216.5217391,14.3636886,124,0
43756,0,1,73,1,164,0.36396,128.9855072,12.78368285,101,1
43757,2026.342452,1,75,1,146,0.3393,916.8115942,57.45475438,69,0
43758,2532.928065,1,46,1,148,0.3117,260.8695652,19.82189026,98,1
43759,2026.342452,1,49,1,164,0.31164,176.8115942,17.52370009,117,1
43760,1215.805471,0,67,2,147,0.36936,28.4057971,2.815282965,113,1
43761,0,0,52,1,147,0.33732,678.2608696,67.22206263,108,1
43762,5065.85613,1,74,2,175,0.37,191.3043478,6.894570526,73,1
43764,0,0,66,3,146,0.36392,434.7826087,43.09106579,115,0
43765,0,0,52,1,164,0.34814,79.85507246,1.43636886,-2,0
43766,0,0,57,3,164,0.37718,289.8550725,28.72737719,58,0
43767,0,1,51,2,156,0.36928,168.115942,16.66187877,111,0
43768,3647.416413,1,71,1,161,0.32308,57.97101449,0.91927607,111,1
43769,108206.6869,1,66,3,164,0.34534,2122.171014,210.3272048,81,1
43770,0,1,48,1,164,0.36154,750.7246377,74.40390692,-63,1
43771,0,1,48,1,168,0.37,239.1304348,10.34185579,115,0
43772,911.8541033,0,62,3,154,0.26,234.7826087,23.26917552,101,1
43773,2028.368794,1,68,2,154,0.26,477.0434783,47.27951738,113,0
43774,0,0,61,1,148,0.37996,1866.956522,185.0330365,95,1
43775,0,0,57,1,160,0.33956,713.0434783,70.66934789,105,1
43776,0,0,57,3,158,0.37346,225.2173913,22.32117208,131,1
43777,506.585613,0,59,1,154,0.35294,434.7826087,43.09106579,101,0
43778,202.6342452,1,62,1,175,0.35556,72.46376812,7.181844298,91,1
43779,0,0,52,3,146,0.34,0,0,109,1
43780,14218.84498,1,66,2,164,0.2171,939.1304348,93.0767021,128,0
43781,506.585613,1,63,1,151,0.32728,115.942029,11.49095088,48,1
43782,810.5369807,1,54,1,151,0.35334,1414.492754,140.1896007,85,0
43783,1519.756839,1,41,1,147,0.32592,0,0,-609,1
43786,0,0,45,3,146,0.325,0,0,113,0
43787,0,1,63,2,159,0.31892,86.95652174,8.618213157,132,1
43788,0,1,60,2,160,0.34858,211.5942029,20.97098535,16,1
43789,1013.171226,0,68,3,154,0.35882,649.2753623,64.34932491,131,0
43790,1519.756839,1,47,1,163,0.31112,869.5652174,28.72737719,78,0
43791,0,1,45,1,169,0.38,43.47826087,0,97,1
43792,0,1,50,2,164,0.25496,510.1449275,50.56018386,132,1
43793,0,1,53,2,159,0.24668,117.3913043,11.63458776,50,0
43794,0,1,74,2,169,0.32812,115.942029,11.49095088,65,0
43795,0,1,61,1,169,0.3799,53.04347826,5.257110026,57,1
43796,0,1,52,1,164,0.36,713.0434783,70.66934789,109,0
43797,2228.976697,1,60,2,166,0.36,152.173913,15.08187302,80,1
43798,0,1,44,2,169,0.33626,136.2318841,13.50186728,-12,1
43800,0,1,41,3,164,0.32078,112.4637681,11.14622235,105,1
43801,0,0,46,3,160,0.31232,88.4057971,8.761850043,98,1
43802,0,0,55,3,164,0.36874,50.14492754,0,127,0
43803,0,0,70,2,160,0.31092,1111.304348,110.1407641,131,1
43804,0,1,36,1,164,0.33334,171.0144928,16.94915254,70,0
43805,0,0,27,1,159,0.3585,0,0,-609,0
43806,0,1,54,3,160,0.37644,463.7681159,7.756391841,113,1
43807,901.7223911,1,75,1,163,0.38,67.93043478,0,89,1
43808,0,1,63,1,149,0.38,327.5362319,32.46193623,112,0
43809,2026.342452,1,43,3,154,0.27928,43.47826087,2.010916403,98,1
43810,0,1,50,4,164,0.36518,82.60869565,8.187302499,75,1
43811,2532.928065,1,57,2,156,0.28918,520.8695652,51.62309681,49,0
43812,0,0,73,3,164,0.36184,1179.06087,37.33697213,113,1
43813,0,1,46,1,173,0.37,231.884058,11.77822465,87,0
43814,0,1,56,1,160,0.34488,1107.246377,109.7385809,122,0
43815,0,0,60,4,164,0.31108,47.82608696,4.740017236,69,0
43816,0,1,44,1,147,0.29678,0,0,-608,0
43817,0,1,55,2,166,0.30824,220.2898551,21.83280666,122,0
43818,1519.756839,0,51,3,175,0.38,325.7246377,32.28239012,81,0
43819,1519.756839,1,74,1,168,0.28792,320,31.71502442,117,0
43820,1013.171226,1,53,2,159,0.38,75.36231884,7.46911807,116,1
43821,0,1,44,3,169,0.37994,139.1304348,0,126,1
43822,0,0,42,1,167,0.31792,115.942029,11.49095088,25,1
43823,0,0,75,3,151,0.36856,462.0289855,35.04740017,116,1
43824,0,1,41,1,162,0.3432,76.52173913,7.584027578,105,0
43825,0,1,45,3,164,0.37996,871.3043478,86.35449583,122,0
43826,1013.171226,1,50,2,157,0.3407,617.3913043,61.18931342,32,1
43827,0,0,50,2,159,0.37,67.82608696,6.722206263,0,1
43828,0,1,67,1,159,0.36,978.2608696,96.95489802,95,0
43829,506.585613,0,62,3,175,0.334,162.3188406,16.08733123,112,0
43830,0,1,61,2,158,0.37362,579.7101449,57.45475438,128,0
43831,0,1,53,3,176,0.28618,1886.376812,186.9577708,122,0
43832,1215.805471,1,51,1,162,0.38,376.8115942,37.34559035,68,0
43833,0,1,46,1,170,0.34128,89.85507246,0,103,0
43834,0,1,75,2,159,0.23334,281.1594203,27.86555587,119,0
43835,0,1,52,1,166,0.36006,484.057971,47.97471991,131,0
43836,0,1,42,1,164,0.37678,124.6376812,12.35277219,127,1
43837,0,0,75,1,159,0.32708,200,0,111,1
43838,0,1,47,2,170,0.32,194.2028986,19.24734272,116,0
43839,2026.342452,1,73,3,171,0.37,724.6376812,71.81844298,114,1
43840,506.585613,1,49,2,177,0.3285,57.97101449,4.309106579,105,1
43841,0,1,75,1,162,0.36996,146.6666667,14.53605286,71,1
43842,0,1,48,2,147,0.38,249.2753623,24.70554438,139,1
43843,0,1,66,3,159,0.38,434.7826087,35.33467394,121,0
43844,0,1,49,3,159,0.23066,243.4782609,24.13099684,74,1
43845,1519.756839,1,47,6,162,0.37,350.7246377,34.7601264,81,1
43846,658.5612969,1,73,1,159,0.33914,771.0144928,38.78195921,93,1
43847,0,1,64,2,154,0.36646,160,15.85751221,103,0
43848,1215.805471,1,56,1,169,0.34,252.173913,24.99281816,128,1
43849,0,1,58,3,167,0.35488,936.5217391,92.8181557,3,0
43850,0,1,49,2,160,0.368,153.6231884,15.22550991,126,1
43851,2026.342452,1,49,1,160,0.38,753.6231884,74.6911807,105,0
43852,0,1,66,2,159,0.37,420.5797101,41.6834243,52,1
43853,0,1,65,2,159,0.36944,144.9275362,5.745475438,41,1
43854,0,0,50,3,164,0.3328,26.08695652,0,37,1
43855,2431.610942,1,56,3,159,0.31578,1023.188406,43.09106579,117,1
43856,0,0,39,1,167,0.3278,86.95652174,8.618213157,107,0
43857,1215.805471,0,71,3,162,0.35006,417.3913043,41.36742315,127,1
43858,0,0,49,1,175,0.3672,430.4347826,42.66015513,106,0
43859,0,0,67,2,168,0.3625,180.8695652,17.92588337,85,1
43860,0,0,72,3,149,0.37998,579.7101449,57.45475438,85,1
43861,0,1,43,3,164,0.34872,20.28985507,2.010916403,74,1
43862,1013.171226,0,53,2,164,0.33552,382.6086957,37.92013789,84,1
43863,0,0,63,3,146,0.38,289.8550725,28.72737719,92,1
43864,0,1,65,1,159,0.33334,523.1884058,51.85291583,90,0
43865,810.5369807,1,58,2,159,0.34,0,0,44,1
43866,0,1,63,1,148,0.28518,611.5942029,60.61476587,55,0
43867,0,1,47,2,154,0.36216,301.4492754,29.87647228,81,1
43868,0,0,50,1,146,0.36,776.2318841,24.99281816,124,1
43869,1013.171226,1,59,1,166,0.33896,707.2463768,70.09480034,77,1
43870,1266.464032,1,50,1,166,0.31428,205.7971014,20.39643781,93,0
43871,0,0,74,2,146,0.27074,1845.217391,182.8784832,121,0
43872,2532.928065,1,72,1,158,0.27434,0,0,93,1
43873,0,0,53,1,171,0.2406,206.6666667,0,83,0
43874,0,0,46,3,166,0.3398,258.5507246,3.447285263,85,0
43875,0,0,51,1,170,0.33384,42.02898551,4.165469693,123,1
43876,607.9027356,1,62,3,159,0.32,188.4057971,18.67279517,80,1
43877,0,0,48,1,146,0.34804,133.3333333,13.21459351,128,1
43878,1013.171226,1,60,4,159,0.37878,267.1826087,26.48032175,69,0
43879,0,1,61,2,166,0.26806,340.5797101,26.71646079,6,0
43880,1013.171226,1,68,3,159,0.36,0,0,118,0
43881,0,1,66,1,160,0.37994,579.7101449,57.45475438,78,0
43882,0,1,63,1,160,0.38,369.5652174,36.62740592,125,0
43884,0,0,56,1,162,0.32444,524.3478261,51.96782534,132,0
43885,1013.171226,1,62,3,153,0.36356,2160.869565,214.162597,129,1
43886,0,1,60,2,169,0.3579,518.8405797,51.1347314,72,1
43887,0,0,51,2,167,0.36,631.0144928,62.53950014,68,0
43888,0,0,75,3,156,0.31956,382.6086957,11.2036771,132,1
43889,1317.122594,0,64,1,146,0.38,330.4347826,25.28009193,134,0
43890,0,1,47,3,146,0.34386,171.0144928,16.94915254,128,1
43891,0,1,62,1,160,0.37,514.4927536,50.99109451,80,1
43892,0,1,54,1,166,0.34,128.9855072,12.78368285,105,1
43893,0,1,74,1,160,0.34,1144.927536,113.4731399,84,0
43894,709.2198582,1,63,1,169,0.30722,590,58.47457627,86,0
43895,0,0,48,2,169,0.31896,34.7826087,0,127,1
43896,0,1,48,1,159,0.37,504.3478261,49.98563631,80,0
43897,0,1,53,1,168,0.38,80.57971014,7.986210859,129,1
43898,0,1,45,2,164,0.368,304.3478261,30.16374605,117,0
43899,0,1,62,1,146,0.38,404.2434783,40.06434932,61,1
43900,0,1,42,2,169,0.3647,100.8695652,8.618213157,111,0
43901,1013.171226,1,42,2,164,0.2801,38.26086957,3.792013789,45,0
43902,0,1,63,2,159,0.26,1301.449275,128.9859236,85,0
43903,0,1,75,2,146,0.24444,1449.275362,143.636886,84,1
43904,1013.171226,0,63,2,156,0.34438,366.6666667,12.06549842,130,1
43905,0,0,45,1,148,0.37,627.2463768,62.16604424,46,1
43906,0,1,74,2,170,0.30284,307.2463768,30.45101982,125,0
43907,0,0,48,2,162,0.36,43.47826087,1.43636886,66,1
43908,14184.39716,1,66,3,164,0.34,156.5217391,15.51278368,132,0
43909,0,1,55,2,167,0.36,304.3478261,25.85463947,66,1
43911,0,1,47,2,148,0.3113,53.08985507,5.261706406,43,1
43912,4052.684904,1,54,2,149,0.30874,564.9275362,14.79459925,124,0
43914,0,1,63,1,168,0.37,434.7826087,43.09106579,117,1
43915,0,1,42,1,156,0.38,173.9130435,8.905486929,64,0
43916,0,0,58,1,164,0.336,579.7101449,57.45475438,110,0
43917,0,0,60,1,146,0.33922,202.8985507,20.10916403,128,0
43918,506.585613,1,58,1,173,0.38,1449.275362,0,84,0
43919,0,1,56,3,172,0.30268,304.3478261,30.16374605,125,1
43920,455.9270517,1,46,3,164,0.33882,84.05797101,8.330939385,129,0
43921,10131.71226,1,50,2,159,0.33952,373.9130435,37.05831658,106,0
43922,0,0,43,1,146,0.35614,216.2318841,21.43062338,-46,1
43923,1215.805471,1,69,3,169,0.37986,869.5652174,18.09824763,52,0
43924,1418.439716,1,49,1,165,0.26662,140.5797101,7.181844298,110,0
43926,2026.342452,0,55,1,159,0.32728,440.5797101,43.66561333,111,0
43927,0,1,48,1,164,0.32462,335.6521739,33.26630279,112,0
43928,0,0,64,3,146,0.25716,326.0869565,32.31829934,120,0
43929,0,1,42,1,173,0.3,63.76811594,6.320022982,54,0
43930,810.5369807,1,75,1,152,0.35584,210.1043478,1.608733123,122,0
43931,0,0,43,2,176,0.32244,208.6956522,20.68371158,124,0
43932,1013.171226,1,58,1,156,0.3625,127.5362319,12.64004596,94,1
43933,0,0,43,2,146,0.37976,176.8115942,17.52370009,70,1
43934,5065.85613,1,39,1,168,0.38,579.7101449,11.06004022,128,0
43935,709.2198582,1,72,1,166,0.38,385.5072464,38.20741166,58,1
43936,0,1,73,1,170,0.34492,492.7536232,11.77822465,73,1
43937,1823.708207,0,75,1,154,0.2753,212.4637681,7.181844298,115,0
43938,0,0,43,1,176,0.366,118.8405797,11.77822465,109,0
43939,0,1,50,1,159,0.37,52.17391304,5.170927894,73,1
43940,0,1,52,2,171,0.36316,33.90434783,2.844010342,65,1
43941,405.2684904,1,51,6,147,0.3756,26.08695652,0,-608,1
43942,0,1,53,1,146,0.30044,373.9130435,37.05831658,93,0
43943,0,1,65,2,156,0.31966,923.1884058,91.49669635,115,0
43944,1519.756839,1,57,1,159,0.31612,246.3768116,24.41827061,125,1
43945,0,0,58,3,159,0.3058,605.2173913,59.98276357,26,1
43946,10131.71226,1,57,3,164,0.28,620.2898551,61.47658719,112,0
43947,0,0,57,3,164,0.38,289.8550725,28.72737719,125,1
43948,1013.171226,1,68,2,175,0.32196,178.6231884,10.91640333,106,0
43949,1215.805471,0,45,3,162,0.38,144.9275362,10.91640333,95,1
43950,810.5369807,1,40,1,159,0.3125,217.3913043,21.54553289,82,0
43951,0,1,45,1,164,0.3112,69.27536232,6.03274921,62,0
43952,810.5369807,1,54,2,149,0.37,181.1594203,1.982189026,128,1
43953,0,0,58,3,164,0.35384,0,0,-609,0
43954,0,0,75,2,147,0.27804,355.942029,35.27721919,116,0
43955,0,1,61,1,164,0.35,0,0,57,1
43956,0,1,51,2,146,0.35076,669.5652174,66.36024131,111,1
43957,0,1,53,1,146,0.37,84.05797101,8.330939385,74,1
43958,253.2928065,1,50,2,151,0.356,133.0434783,13.18586613,55,1
43960,0,0,46,2,156,0.36,57.97101449,5.745475438,55,1
43961,2836.879433,1,52,1,176,0.31524,177.9710145,17.63860959,65,1
43962,0,1,66,3,154,0.32118,691.0144928,68.48606722,117,1
43963,0,1,70,2,168,0.34,579.7101449,28.15282965,80,0
43964,911.8541033,1,44,1,156,0.368,144.9275362,14.3636886,20,1
43966,0,0,44,1,164,0.38,86.95652174,8.618213157,88,0
43967,0,0,60,3,166,0.32,173.9130435,9.192760701,114,0
43968,354.6099291,1,53,3,164,0.38,6.086956522,0.603274921,37,1
43969,0,1,57,2,169,0.32778,333.3333333,33.03648377,92,1
43970,0,1,43,1,146,0.3012,191.3043478,18.96006895,121,0
43971,0,1,51,1,160,0.37,359.4202899,35.62194772,131,1
43972,0,0,52,3,146,0.34966,43.47826087,4.309106579,34,1
43973,0,1,74,1,151,0.35584,0,0,-609,1
43974,0,1,43,1,164,0.35532,57.97101449,0,117,0
43975,0,1,64,1,159,0.3595,1101.15942,109.1353059,122,1
43976,0,1,60,2,151,0.25416,421.7391304,41.79833381,88,1
43977,810.5369807,1,64,5,164,0.38,666.6666667,11.49095088,88,1
43978,810.5369807,0,63,1,147,0.35,58.55072464,5.802930192,70,1
43979,0,1,54,1,163,0.31682,468.115942,46.39471416,44,0
43980,0,1,46,3,164,0.33582,0,0,-609,0
43981,0,0,54,2,166,0.2747,1982.028986,196.4378052,100,0
43982,891.5906788,1,51,1,156,0.38,284.057971,28.15282965,121,0
43983,0,1,47,3,147,0.36754,29.56521739,2.930192473,117,0
43985,0,0,52,2,173,0.38,166.6666667,16.51824188,117,1
43986,10131.71226,1,61,6,149,0.36434,604.3478261,59.89658144,1,1
43987,0,1,46,1,164,0.35676,43.47826087,4.309106579,129,0
43989,0,1,57,1,166,0.36,342.0289855,33.89830508,63,1
43990,0,1,46,2,164,0.3,144.9275362,14.3636886,109,0
43991,0,1,50,1,164,0.34744,173.9130435,17.23642631,124,1
43992,0,1,62,3,159,0.36924,86.95652174,2.154553289,125,0
43993,0,1,48,2,165,0.33008,243.4782609,24.13099684,88,1
43994,1013.171226,1,62,4,177,0.27466,434.7826087,8.330939385,51,0
43995,0,1,73,3,176,0.31322,1142.028986,113.1858661,61,0
43996,0,0,39,1,146,0.25846,72.46376812,7.181844298,10,1
43997,1519.756839,1,58,2,156,0.36364,440.5797101,36.56995116,17,1
43998,0,1,75,2,167,0.3612,288.9855072,28.64119506,105,0
43999,0,1,35,3,163,0.37,14.49275362,0,95,1
44000,0,1,48,2,170,0.26908,171.0144928,16.94915254,107,1
44001,861.195542,1,73,1,159,0.3056,260.8695652,0,109,0
44002,0,1,57,1,172,0.38,48.69565217,4.826199368,113,1
44003,0,1,55,3,164,0.32,1143.478261,113.329503,99,0
44005,0,0,41,3,154,0.31794,162.3188406,16.08733123,128,1
44007,0,1,43,2,146,0.38,21.73913043,2.154553289,128,0
44008,0,1,65,1,146,0.35876,166.5826087,4.021832807,110,1
44009,0,0,73,1,152,0.28666,0,0,-609,1
44010,0,0,49,2,160,0.34484,623.1884058,61.76386096,49,1
44011,0,0,63,1,170,0.37,289.8550725,28.72737719,88,0
44012,0,1,49,3,164,0.33916,470.7246377,46.65326056,110,1
44013,0,1,51,1,173,0.33878,43.1884058,4.280379201,80,1
44014,0,0,49,2,154,0.33182,202.8985507,20.10916403,55,0
44015,0,1,50,2,166,0.34,108.6956522,10.77276645,-36,1
44016,0,0,52,1,160,0.38,217.3913043,21.54553289,92,1
44017,0,1,50,1,168,0.3515,60.86956522,6.03274921,110,1
44018,0,1,51,3,152,0.34278,217.3913043,21.54553289,96,1
44019,0,1,58,3,169,0.30698,208.6956522,10.62912956,118,0
44020,0,0,65,3,168,0.361,643.826087,63.80925022,43,1
44021,0,1,49,1,175,0.34,417.3913043,41.36742315,114,0
44022,810.5369807,0,74,2,146,0.34302,1017.391304,15.3691468,117,0
44023,4052.684904,1,62,2,159,0.26,2318.84058,16.66187877,-18,1
44024,0,1,45,3,175,0.34,1033.913043,102.4705544,89,0
44025,790.2735562,1,54,3,171,0.38,701.4492754,69.5202528,62,0
44026,0,1,67,1,156,0.27394,573.9130435,28.00919276,117,0
44027,0,1,63,3,146,0.36,0.034782609,0.003447285,-608,1
44028,1013.171226,1,57,3,164,0.32174,414.4927536,41.08014938,128,1
44029,0,1,62,1,162,0.3562,202.8985507,13.64550417,63,1
44030,0,1,63,3,147,0.3247,371.0144928,36.7710428,124,1
